1002,Thunder + 2 -- 雷＋2,0.86,1,1,1,1.2,1,1,0.56,0.56,0.82,0.82,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,2,System.Byte[],0.87,1.02,1,0.95,1.75,1,System.Byte[]
1003,Thunder + 3 -- 雷＋3,0.89,1,1,1,1.3,1,1,0.69,0.69,0.96,0.96,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,3,System.Byte[],0.905,1.03,1,0.95,2,1,System.Byte[]
1004,Thunder + 4 -- 雷＋4,0.92,1,1,1,1.4,1,1,0.83,0.83,1.09,1.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,4,System.Byte[],0.94,1.04,1,0.95,2.25,1,System.Byte[]
1005,Thunder + 5 -- 雷＋5,0.95,1,1,1,1.5,1,1,0.92,0.92,1.13,1.13,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,5,System.Byte[],0.975,1.05,1,0.95,2.5,1,System.Byte[]
1006,Thunder + 6 -- 雷＋6,0.98,1,1,1,1.6,1,1,1.01,1.01,1.17,1.17,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,6,System.Byte[],1.01,1.06,1,0.95,2.75,1,System.Byte[]
1007,Thunder + 7 -- 雷＋7,1.01,1,1,1,1.7,1,1,1.1,1.1,1.21,1.21,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,7,System.Byte[],1.045,1.07,1,0.95,3,1,System.Byte[]
1008,Thunder + 8 -- 雷＋8,1.04,1,1,1,1.8,1,1,1.19,1.19,1.25,1.25,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,8,System.Byte[],1.08,1.08,1,0.95,3.25,1,System.Byte[]
1009,Thunder + 9 -- 雷＋9,1.07,1,1,1,1.9,1,1,1.28,1.28,1.29,1.29,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,9,System.Byte[],1.115,1.09,1,0.95,3.5,1,System.Byte[]
1010,Thunder + 10 -- 雷＋10,1.1,1,1,1,2,1,1,1.35,1.35,1.3,1.3,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,10,System.Byte[],1.15,1.1,1,0.95,4,1,System.Byte[]
1100,Lightning -- 雷,0.9,0.9,0.9,0.9,1,1,1,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,1.1,1.1,0.95,0.95,1,0,0,0,0,0,0,0,System.Byte[],0.9,0.95,1,0.95,1.5,1,System.Byte[]
1101,Thunder + 1 -- 雷＋1,0.965,0.965,0.965,0.965,1.1,1,1,0.99,0.99,0.99,0.99,0.95,0.95,0.95,0.95,1.11,1.11,0.95,0.95,1,0,1,0,0,0,0,1,System.Byte[],0.965,0.95,1.18,0.95,1.5,1,System.Byte[]
1102,Thunder + 2 -- 雷＋2,1.03,1.03,1.03,1.03,1.2,1,1,1.08,1.08,1.08,1.08,0.95,0.95,0.95,0.95,1.12,1.12,0.95,0.95,1,0,2,0,0,0,0,2,System.Byte[],1.03,0.95,1.36,0.95,1.75,1,System.Byte[]
1103,Thunder + 3 -- 雷＋3,1.095,1.095,1.095,1.095,1.3,1,1,1.17,1.17,1.17,1.17,0.95,0.95,0.95,0.95,1.13,1.13,0.95,0.95,1,0,3,0,0,0,0,3,System.Byte[],1.095,0.95,1.54,0.95,2,1,System.Byte[]
1104,Thunder + 4 -- 雷＋4,1.16,1.16,1.16,1.16,1.4,1,1,1.26,1.26,1.26,1.26,0.95,0.95,0.95,0.95,1.14,1.14,0.95,0.95,1,0,4,0,0,0,0,4,System.Byte[],1.16,0.95,1.72,0.95,2.25,1,System.Byte[]
1105,Thunder + 5 -- 雷＋5,1.225,1.225,1.225,1.225,1.5,1,1,1.28,1.28,1.28,1.28,0.95,0.95,0.95,0.95,1.15,1.15,0.95,0.95,1,0,5,0,0,0,0,5,System.Byte[],1.225,0.95,1.77,0.95,2.5,1,System.Byte[]
1106,Thunder + 6 -- 雷＋6,1.29,1.29,1.29,1.29,1.6,1,1,1.3,1.3,1.3,1.3,0.95,0.95,0.95,0.95,1.16,1.16,0.95,0.95,1,0,6,0,0,0,0,6,System.Byte[],1.29,0.95,1.82,0.95,2.75,1,System.Byte[]
1107,Thunder + 7 -- 雷＋7,1.355,1.355,1.355,1.355,1.7,1,1,1.32,1.32,1.32,1.32,0.95,0.95,0.95,0.95,1.17,1.17,0.95,0.95,1,0,7,0,0,0,0,7,System.Byte[],1.355,0.95,1.87,0.95,3,1,System.Byte[]
1108,Thunder + 8 -- 雷＋8,1.42,1.42,1.42,1.42,1.8,1,1,1.34,1.34,1.34,1.34,0.95,0.95,0.95,0.95,1.18,1.18,0.95,0.95,1,0,8,0,0,0,0,8,System.Byte[],1.42,0.95,1.92,0.95,3.25,1,System.Byte[]
1109,Thunder + 9 -- 雷＋9,1.485,1.485,1.485,1.485,1.9,1,1,1.36,1.36,1.36,1.36,0.95,0.95,0.95,0.95,1.19,1.19,0.95,0.95,1,0,9,0,0,0,0,9,System.Byte[],1.485,0.95,1.97,0.95,3.5,1,System.Byte[]
1110,Thunder + 10 -- 雷＋10,1.55,1.55,1.55,1.55,2,1,1,1.4,1.4,1.4,1.4,0.95,0.95,0.95,0.95,1.2,1.2,0.95,0.95,1,0,10,0,0,0,0,10,System.Byte[],1.55,0.95,2,0.95,4,1,System.Byte[]
1200,Lightning -- 雷,0.9,0.9,0.9,0.9,1,1,1,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,1.1,0.95,1,0,0,0,0,0,0,0,System.Byte[],0.9,0.95,1,0.95,1.5,1,System.Byte[]
1201,Thunder + 1 -- 雷＋1,0.965,0.965,0.965,0.965,1.1,1,1,0.99,0.99,0.99,0.99,0.95,0.95,0.95,0.95,0.95,0.95,1.11,0.95,1,1,0,0,0,0,0,1,System.Byte[],0.965,0.95,1.18,0.95,1.5,1,System.Byte[]
1202,Thunder + 2 -- 雷＋2,1.03,1.03,1.03,1.03,1.2,1,1,1.08,1.08,1.08,1.08,0.95,0.95,0.95,0.95,0.95,0.95,1.12,0.95,1,2,0,0,0,0,0,2,System.Byte[],1.03,0.95,1.36,0.95,1.75,1,System.Byte[]
1203,Thunder + 3 -- 雷＋3,1.095,1.095,1.095,1.095,1.3,1,1,1.17,1.17,1.17,1.17,0.95,0.95,0.95,0.95,0.95,0.95,1.13,0.95,1,3,0,0,0,0,0,3,System.Byte[],1.095,0.95,1.54,0.95,2,1,System.Byte[]
1204,Thunder + 4 -- 雷＋4,1.16,1.16,1.16,1.16,1.4,1,1,1.26,1.26,1.26,1.26,0.95,0.95,0.95,0.95,0.95,0.95,1.14,0.95,1,4,0,0,0,0,0,4,System.Byte[],1.16,0.95,1.72,0.95,2.25,1,System.Byte[]
1205,Thunder + 5 -- 雷＋5,1.225,1.225,1.225,1.225,1.5,1,1,1.28,1.28,1.28,1.28,0.95,0.95,0.95,0.95,0.95,0.95,1.15,0.95,1,5,0,0,0,0,0,5,System.Byte[],1.225,0.95,1.77,0.95,2.5,1,System.Byte[]
1206,Thunder + 6 -- 雷＋6,1.29,1.29,1.29,1.29,1.6,1,1,1.3,1.3,1.3,1.3,0.95,0.95,0.95,0.95,0.95,0.95,1.16,0.95,1,6,0,0,0,0,0,6,System.Byte[],1.29,0.95,1.82,0.95,2.75,1,System.Byte[]
1207,Thunder + 7 -- 雷＋7,1.355,1.355,1.355,1.355,1.7,1,1,1.32,1.32,1.32,1.32,0.95,0.95,0.95,0.95,0.95,0.95,1.17,0.95,1,7,0,0,0,0,0,7,System.Byte[],1.355,0.95,1.87,0.95,3,1,System.Byte[]
1208,Thunder + 8 -- 雷＋8,1.42,1.42,1.42,1.42,1.8,1,1,1.34,1.34,1.34,1.34,0.95,0.95,0.95,0.95,0.95,0.95,1.18,0.95,1,8,0,0,0,0,0,8,System.Byte[],1.42,0.95,1.92,0.95,3.25,1,System.Byte[]
1209,Thunder + 9 -- 雷＋9,1.485,1.485,1.485,1.485,1.9,1,1,1.36,1.36,1.36,1.36,0.95,0.95,0.95,0.95,0.95,0.95,1.19,0.95,1,9,0,0,0,0,0,9,System.Byte[],1.485,0.95,1.97,0.95,3.5,1,System.Byte[]
1210,Thunder + 10 -- 雷＋10,1.55,1.55,1.55,1.55,2,1,1,1.4,1.4,1.4,1.4,0.95,0.95,0.95,0.95,0.95,0.95,1.2,0.95,1,10,0,0,0,0,0,10,System.Byte[],1.55,0.95,2,0.95,4,1,System.Byte[]
1300,Lightning -- 雷,1.15,1,1,1,1,1,1,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,0,System.Byte[],1,0.95,0,0.95,1.5,1,System.Byte[]
1301,Thunder + 1 -- 雷＋1,1.32,1.1,1.1,1.1,1.1,1,1,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,1,System.Byte[],1.1,0.95,0,0.95,1.5,1,System.Byte[]
1302,Thunder + 2 -- 雷＋2,1.49,1.2,1.2,1.2,1.2,1,1,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,2,System.Byte[],1.2,0.95,0,0.95,1.75,1,System.Byte[]
1303,Thunder + 3 -- 雷＋3,1.66,1.3,1.3,1.3,1.3,1,1,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,3,System.Byte[],1.3,0.95,0,0.95,2,1,System.Byte[]
1304,Thunder + 4 -- 雷＋4,1.81,1.4,1.4,1.4,1.4,1,1,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,4,System.Byte[],1.4,0.95,0,0.95,2.25,1,System.Byte[]
1305,Thunder + 5 -- 雷＋5,1.94,1.5,1.5,1.5,1.5,1,1,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,5,System.Byte[],1.5,0.95,0,0.95,2.5,1,System.Byte[]
1306,Thunder + 6 -- 雷＋6,2.07,1.6,1.6,1.6,1.6,1,1,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,6,System.Byte[],1.6,0.95,0,0.95,2.75,1,System.Byte[]
1307,Thunder + 7 -- 雷＋7,2.2,1.7,1.7,1.7,1.7,1,1,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,7,System.Byte[],1.7,0.95,0,0.95,3,1,System.Byte[]
1308,Thunder + 8 -- 雷＋8,2.33,1.8,1.8,1.8,1.8,1,1,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,8,System.Byte[],1.8,0.95,0,0.95,3.25,1,System.Byte[]
1309,Thunder + 9 -- 雷＋9,2.46,1.9,1.9,1.9,1.9,1,1,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,9,System.Byte[],1.9,0.95,0,0.95,3.5,1,System.Byte[]
1310,Thunder + 10 -- 雷＋10,2.6,2,2,2,2,1,1,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,10,System.Byte[],2,0.95,0,0.95,4,1,System.Byte[]
1400,Sacred -- 神聖,0.8,0.8,0.8,0.8,1,1,1,0.7,0.7,0.7,1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,0,0,System.Byte[],0.8,0.95,1,0.95,1.5,1,System.Byte[]
1401,Sacred + 1 -- 神聖＋1,0.85,0.85,0.85,0.85,1.1,1,1,0.76,0.76,0.84,1.1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,1,0,0,1,System.Byte[],0.85,0.95,1,0.95,1.5,1,System.Byte[]
1402,Sacred + 2 -- 神聖＋2,0.9,0.9,0.9,0.9,1.2,1,1,0.82,0.82,0.98,1.2,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,2,0,0,2,System.Byte[],0.9,0.95,1,0.95,1.75,1,System.Byte[]
1403,Sacred + 3 -- 神聖＋3,0.95,0.95,0.95,0.95,1.3,1,1,0.88,0.88,1.12,1.3,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,3,0,0,3,System.Byte[],0.95,0.95,1,0.95,2,1,System.Byte[]
1404,Sacred + 4 -- 神聖＋4,1,1,1,1,1.4,1,1,0.95,0.95,1.25,1.4,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,4,0,0,4,System.Byte[],1,0.95,1,0.95,2.25,1,System.Byte[]
1405,Sacred + 5 -- 神聖＋5,1.05,1.05,1.05,1.05,1.5,1,1,0.99,0.99,1.34,1.47,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,5,0,0,5,System.Byte[],1.05,0.95,1,0.95,2.5,1,System.Byte[]
1406,Sacred + 6 -- 神聖＋6,1.1,1.1,1.1,1.1,1.6,1,1,1.03,1.03,1.43,1.54,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,6,0,0,6,System.Byte[],1.1,0.95,1,0.95,2.75,1,System.Byte[]
1407,Sacred + 7 -- 神聖＋7,1.15,1.15,1.15,1.15,1.7,1,1,1.07,1.07,1.52,1.61,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,7,0,0,7,System.Byte[],1.15,0.95,1,0.95,3,1,System.Byte[]
1408,Sacred + 8 -- 神聖＋8,1.2,1.2,1.2,1.2,1.8,1,1,1.11,1.11,1.61,1.68,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,8,0,0,8,System.Byte[],1.2,0.95,1,0.95,3.25,1,System.Byte[]
1409,Sacred + 9 -- 神聖＋9,1.25,1.25,1.25,1.25,1.9,1,1,1.15,1.15,1.7,1.75,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,9,0,0,9,System.Byte[],1.25,0.95,1,0.95,3.5,1,System.Byte[]
1410,Sacred + 10 -- 神聖＋10,1.3,1.3,1.3,1.3,2,1,1,1.2,1.2,1.8,1.8,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,10,0,0,10,System.Byte[],1.3,0.95,1,0.95,4,1,System.Byte[]
1500,Dark -- 暗黒,0.95,0.95,0.95,0.95,1,1,1,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,0,0,System.Byte[],0.95,0.95,1,0.95,1.5,1,System.Byte[]
1501,Darkness + 1 -- 暗黒＋1,1.045,1.045,1.045,1.045,1.1,1,1,0.99,0.99,0.99,0.99,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,1,1,System.Byte[],1.045,0.95,1.09,0.95,1.5,1,System.Byte[]
1502,Darkness + 2 -- 暗黒＋2,1.14,1.14,1.14,1.14,1.2,1,1,1.08,1.08,1.08,1.08,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,2,2,System.Byte[],1.14,0.95,1.18,0.95,1.75,1,System.Byte[]
1503,Darkness + 3 -- 暗黒＋3,1.235,1.235,1.235,1.235,1.3,1,1,1.17,1.17,1.17,1.17,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,3,3,System.Byte[],1.235,0.95,1.27,0.95,2,1,System.Byte[]
1504,Darkness + 4 -- 暗黒＋4,1.33,1.33,1.33,1.33,1.4,1,1,1.26,1.26,1.26,1.26,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,4,4,System.Byte[],1.33,0.95,1.36,0.95,2.25,1,System.Byte[]
1505,Darkness + 5 -- 暗黒＋5,1.425,1.425,1.425,1.425,1.5,1,1,1.28,1.28,1.28,1.28,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,5,5,System.Byte[],1.425,0.95,1.38,0.95,2.5,1,System.Byte[]
1506,,1.52,1.52,1.52,1.52,1.6,1,1,1.3,1.3,1.3,1.3,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,6,6,System.Byte[],1.52,0.95,1.4,0.95,2.75,1,System.Byte[]
1507,,1.615,1.615,1.615,1.615,1.7,1,1,1.32,1.32,1.32,1.32,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,7,7,System.Byte[],1.615,0.95,1.42,0.95,3,1,System.Byte[]
1508,,1.71,1.71,1.71,1.71,1.8,1,1,1.34,1.34,1.34,1.34,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,8,8,System.Byte[],1.71,0.95,1.44,0.95,3.25,1,System.Byte[]
1509,,1.805,1.805,1.805,1.805,1.9,1,1,1.36,1.36,1.36,1.36,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,9,9,System.Byte[],1.805,0.95,1.46,0.95,3.5,1,System.Byte[]
1510,,1.9,1.9,1.9,1.9,2,1,1,1.4,1.4,1.4,1.4,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,10,10,System.Byte[],1.9,0.95,1.5,0.95,4,1,System.Byte[]
2000,Daemon -- デーモン,0.8,0.8,0.8,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,System.Byte[],0.8,1,1,1,1,1,System.Byte[]
2001,Daemon + 1 -- デーモン＋1,0.9,0.9,0.9,0.9,1.1,1,1,1.07,1.07,1.07,1.07,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,System.Byte[],0.9,1,1.07,1,1,1,System.Byte[]
2002,Daemon + 2 -- デーモン＋2,1,1,1,1,1.2,1,1,1.14,1.14,1.14,1.14,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,System.Byte[],1,1,1.14,1,1.2,1,System.Byte[]
2003,Daemon + 3 -- デーモン＋3,1.1,1.1,1.1,1.1,1.3,1,1,1.21,1.21,1.21,1.21,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,System.Byte[],1.1,1,1.21,1,1.4,1,System.Byte[]
2004,Daemon + 4 -- デーモン＋4,1.2,1.2,1.2,1.2,1.4,1,1,1.29,1.29,1.29,1.29,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,System.Byte[],1.2,1,1.29,1,1.6,1,System.Byte[]
2005,Daemon + 5 -- デーモン＋5,1.3,1.3,1.3,1.3,1.5,1,1,1.31,1.31,1.31,1.31,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,System.Byte[],1.3,1,1.31,1,1.8,1,System.Byte[]
2006,[Unique] Stock +6,1.4,1.4,1.4,1.4,1.6,1,1,1.33,1.33,1.33,1.33,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,6,System.Byte[],1.4,1,1.33,1,2,1,System.Byte[]
2007,[Unique] Stock +7,1.5,1.5,1.5,1.5,1.7,1,1,1.35,1.35,1.35,1.35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,7,System.Byte[],1.5,1,1.35,1,2.2,1,System.Byte[]
2008,[Unique] Stock +8,1.6,1.6,1.6,1.6,1.8,1,1,1.37,1.37,1.37,1.37,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,8,System.Byte[],1.6,1,1.37,1,2.4,1,System.Byte[]
2009,[Unique] Stock +9,1.7,1.7,1.7,1.7,1.9,1,1,1.39,1.39,1.39,1.39,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,9,System.Byte[],1.7,1,1.39,1,2.6,1,System.Byte[]
2010,[Unique] Stock +10,1.8,1.8,1.8,1.8,2,1,1,1.4,1.4,1.4,1.4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,10,System.Byte[],1.8,1,1.4,1,3,1,System.Byte[]
2100,Dragon -- ドラゴン,1.1,1.1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,System.Byte[],1.1,1,1,1,1,1,System.Byte[]
2101,Dragon + 1 -- ドラゴン＋1,1.28,1.28,1.28,1.28,1.2,1,1,1.08,1.08,1.08,1.08,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,System.Byte[],1.28,1,1.08,1,1,1,System.Byte[]
2102,Dragon + 2 -- ドラゴン＋2,1.46,1.46,1.46,1.46,1.4,1,1,1.16,1.16,1.16,1.16,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,System.Byte[],1.46,1,1.16,1,1.6,1,System.Byte[]
2103,Dragon + 3 -- ドラゴン＋3,1.64,1.64,1.64,1.64,1.6,1,1,1.24,1.24,1.24,1.24,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,System.Byte[],1.64,1,1.24,1,2.2,1,System.Byte[]
2104,Dragon + 4 -- ドラゴン＋4,1.82,1.82,1.82,1.82,1.8,1,1,1.32,1.32,1.32,1.32,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,System.Byte[],1.82,1,1.32,1,2.8,1,System.Byte[]
2105,Dragon + 5 -- ドラゴン＋5,2,2,2,2,2,1,1,1.4,1.4,1.4,1.4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,System.Byte[],2,1,1.4,1,4,1,System.Byte[]
2200,Special -- 特別,1.15,1.15,1.15,1.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,System.Byte[],1.15,1,1,1,1,1,System.Byte[]
2201,Special + 1 -- 特別＋1,1.28,1.28,1.28,1.28,1.2,1,1,1.08,1.08,1.08,1.08,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,System.Byte[],1.28,1,1.08,1,1,1,System.Byte[]
2202,Special + 2 -- 特別＋2,1.37,1.37,1.37,1.37,1.4,1,1,1.16,1.16,1.16,1.16,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,System.Byte[],1.37,1,1.16,1,1.4,1,System.Byte[]
2203,Special + 3 -- 特別＋3,1.6,1.6,1.6,1.6,1.6,1,1,1.24,1.24,1.24,1.24,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,System.Byte[],1.6,1,1.24,1,1.8,1,System.Byte[]
2204,Special + 4 -- 特別＋4,1.8,1.8,1.8,1.8,1.8,1,1,1.32,1.32,1.32,1.32,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,System.Byte[],1.8,1,1.32,1,2.2,1,System.Byte[]
2205,Special + 5 -- 特別＋5,2,2,2,2,2,1,1,1.4,1.4,1.4,1.4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,System.Byte[],2,1,1.4,1,3,1,System.Byte[]
2300,[Unique] Poison +0,0.8,0.8,0.8,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,System.Byte[],0.8,1,1,1,1,1,System.Byte[]
2301,[Unique] Poison +1,0.9,0.9,0.9,0.9,1.1,1,1,1.07,1.07,1.07,1.07,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,System.Byte[],0.9,1,1.07,1,1,1,System.Byte[]
2302,[Unique] Poison +2,1,1,1,1,1.2,1,1,1.14,1.14,1.14,1.14,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,System.Byte[],1,1,1.14,1,1.2,1,System.Byte[]
2303,[Unique] Poison +3,1.1,1.1,1.1,1.1,1.3,1,1,1.21,1.21,1.21,1.21,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,System.Byte[],1.1,1,1.21,1,1.4,1,System.Byte[]
2304,[Unique] Poison +4,1.2,1.2,1.2,1.2,1.4,1,1,1.29,1.29,1.29,1.29,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,System.Byte[],1.2,1,1.29,1,1.6,1,System.Byte[]
2305,[Unique] Poison +5,1.3,1.3,1.3,1.3,1.5,1,1,1.31,1.31,1.31,1.31,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,System.Byte[],1.3,1,1.31,1,1.8,1,System.Byte[]
2400,[Unique] Bleed +0,1.15,1.15,1.15,1.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,System.Byte[],1.15,1,1,1,1,1,System.Byte[]
2401,[Unique] Bleed +1,1.28,1.28,1.28,1.28,1.2,1,1,1.08,1.08,1.08,1.08,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,System.Byte[],1.28,1,1.08,1,1,1,System.Byte[]
2402,[Unique] Bleed +2,1.37,1.37,1.37,1.37,1.4,1,1,1.16,1.16,1.16,1.16,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,System.Byte[],1.37,1,1.16,1,1.4,1,System.Byte[]
2403,[Unique] Bleed +3,1.6,1.6,1.6,1.6,1.6,1,1,1.24,1.24,1.24,1.24,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,System.Byte[],1.6,1,1.24,1,1.8,1,System.Byte[]
2404,[Unique] Bleed +4,1.8,1.8,1.8,1.8,1.8,1,1,1.32,1.32,1.32,1.32,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,System.Byte[],1.8,1,1.32,1,2.2,1,System.Byte[]
2405,[Unique] Bleed +5,2,2,2,2,2,1,1,1.4,1.4,1.4,1.4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,System.Byte[],2,1,1.4,1,3,1,System.Byte[]
2500,[Unique] Frost +0,1.1,1.1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,System.Byte[],1.1,1,1,1,1,1,System.Byte[]
2501,[Unique] Frost +1,1.28,1.28,1.28,1.28,1.2,1,1,1.08,1.08,1.08,1.08,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,System.Byte[],1.28,1,1.08,1,1,1,System.Byte[]
2502,[Unique] Frost +2,1.46,1.46,1.46,1.46,1.4,1,1,1.16,1.16,1.16,1.16,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,System.Byte[],1.46,1,1.16,1,1.6,1,System.Byte[]
2503,[Unique] Frost +3,1.64,1.64,1.64,1.64,1.6,1,1,1.24,1.24,1.24,1.24,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,System.Byte[],1.64,1,1.24,1,2.2,1,System.Byte[]
2504,[Unique] Frost +4,1.82,1.82,1.82,1.82,1.8,1,1,1.32,1.32,1.32,1.32,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,System.Byte[],1.82,1,1.32,1,2.8,1,System.Byte[]
2505,[Unique] Frost +5,2,2,2,2,2,1,1,1.4,1.4,1.4,1.4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,System.Byte[],2,1,1.4,1,4,1,System.Byte[]
2600,[Unique] Magic +0,1.15,1.15,1.15,1.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,System.Byte[],1.15,1,1,1,1,1,System.Byte[]
2601,[Unique] Magic +1,1.28,1.28,1.28,1.28,1.2,1,1,1.08,1.08,1.08,1.08,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,System.Byte[],1.28,1,1.08,1,1,1,System.Byte[]
